id,text,sentiment
964,I agree with LOCATION1 if you can find a decent place to stay,None
536,"I can see the LOCATION1 is full of new apartment blocks,  close to LOCATION2 and links to the London , yet the rent is cheap",None
1418,I don't want to live in LOCATION2 or LOCATION1 and such areas like this,None
203,I have been based in a apartment by LOCATION1 for a few months no trouble convenient location,None
115,I have heard from some friends that LOCATION1 and places nearby are quite dangerous to live in due to the high criminal cases,None
601,I have just moved to London and we're currently staying in LOCATION1,None
704,I have lived in LOCATION1 for 25 years and it's now one the most safest places to live,None
440,I have worked in LOCATION1 and I also live there now,None
931,I live in London LOCATION1 near to LOCATION2 if u no any place near by or so plz tell me,None
304,"I live in London, in the LOCATION2/LOCATION1 area and have no experience at all",None
764,I live pretty near to LOCATION1,None
655,I lived in LOCATION1 in my first year of university,None
189,I lived in the heart of LOCATION1 and never felt safer - it just looked ugly,None
828,I noticed on one of the vids on the TOP GEAR website that LOCATION1 Bridge appears to be on the route James May takes to get to the TOP GEAR studio's,None
285,"I only know about LOCATION1, most people prefer LOCATION2, but that's because they are trendy and I'm not",None
82,I think having lived here in LOCATION1 for nearly fifty years I am able to advise a little without heading out into hyberbole,None
1336,I think the most convenient is the LOCATION2/LOCATION1 area,None
17,"I walked down the streets in LOCATION1 around 2-3 AM, drunk, and had no problems whatsoever",None
984,"I was gonna say LOCATION1, but that is known to be the most exspensive area",None
46,"I went to LOCATION1 honest to god, I didn't like the area at all",None
890,"I will add that LOCATION1 is outside London , albeit yes quite closeby",None
161,"I would feel fine transport wise LOCATION1 is brilliant two tube lines , rail lines , loads of buses from there you can get to just about anywhere in London easily",None
1461,"I would recommend trying out the markets, especially LOCATION1 Market for clothes and LOCATION2 for a very 'authentic' feel of a typical London market",None
583,I would say to live in LOCATION1 as the rent is cheaper and the location is quite close to the central London,None
1229,I would therefore pick LOCATION1 because its quite a nice area,None
1115,I'd definitely suggest living in the south side of LOCATION1,None
441,"I'd probably need to explore London a bit more I will be living in LOCATION1 in the Spring, which is right outside London",None
1305,"I'd reommend you go LOCATION1, rather than LOCATION2, because there are so few tube stations in LOCATION2 London",None
1213,I'm not from LOCATION2 but the borough but my sister lives in LOCATION1 and she loves it,None
873,I've lived in the LOCATION1 for years and I love it - I wouldn't want to live anywhere else,None
1408,"LOCATION1  - LOCATION2   on the rise, so hurry up",None
35,"LOCATION1  area, it's a bit expensive",None
922,"LOCATION1  has great shops, bars and restaurants",Positive
706,LOCATION1  is both lovely and cheap,None
1348,LOCATION1  is great for a night out or even  LOCATION2 both great nights out load to do,Positive
683,LOCATION1  tends to be quite safe,None
52,LOCATION1  which is a craphole keep clear,None
460,"LOCATION1 's awful, and there are terrible transport links, it's poverty-riven and   nobody else wants to live there",None
1387,"LOCATION1 , and LOCATION2 are nice locations",None
1346,LOCATION1 and LOCATION2 are quite expensive areas to rent/buy in,None
1478,LOCATION1 and LOCATION2 probably offer the best cheap safe combination,None
716,"LOCATION1 area, quite a bit of industry",None
424,LOCATION1 costs a bit more than south,None
253,LOCATION1 has a special charm,None
300,"LOCATION1 has great transport connections , I ca n't really comment on how the rental situation at the moment",None
1477,"LOCATION1 has lots of good restaurants etc , and LOCATION2  is very nice",None
1314,LOCATION1 is a good location (depending on exactly where though to be honest I meant LOCATION2 end isn't exactly glamorous,None
791,"LOCATION1 is a lovely town with plenty of restaurants , you wo n't go hungry that 's for sure and if you wanted to pop up into London for an evening there 's trains every 15 minutes or so",None
1002,LOCATION1 is a nice place to live,None
1082,"LOCATION1 is a nice, safe area, lots of lovely families there",None
1302,"LOCATION1 is a particularly nice area to live in , LOCATION2 is also extremly nice",None
429,"LOCATION1 is alright ,  not one of the worst areas",None
701,LOCATION1 is amazing but you need literally millions to live there aha,None
1330,LOCATION1 is beautiful and you will be highly privileged to live there You 'll be fine LOCATION2 has more restaurants and cafes and has more of an `` urban town '' feel but the three are very close,None
659,LOCATION1 is hardly London - that poster above is just one of those trendy too-cool-for-school types - there is life beyond LOCATION1,None
5,LOCATION1 is having lots of money thrown at it right now,None
638,LOCATION1 is in a skank area,None
167,LOCATION1 is in my opinion is alot nicer than LOCATION1,None
250,LOCATION1 is not a nice cheap residential area to live trust me I was born and raised there lol,None
769,LOCATION1 is not really the worst place to live,None
886,LOCATION1 is not to bad,None
1275,"LOCATION1 is ok , but can be a bit grotty , and getting on to the M1 can be a pain , LOCATION2 , would be more beneficial , as you have the Jubilee line into London , and your only minutes away from Junction 4 of the M1 , to get to Luton",None
893,LOCATION1 is one of the most ethnically diverse areas of the UK,None
880,"LOCATION1 is quite a cool place to wander about with a couple of markets , a big park , and the river thames to walk along London Eye",None
399,LOCATION1 is right in the centre of London,None
1010,LOCATION1 is rough and quite nasty - I would not like to walk round there at night,None
887,"LOCATION1 is very leafy, with a wonderful park and woodlands, as well as being within walking distance of LOCATION1",None
672,"LOCATION1 is very nice and safe , its in zone 5 and it takes about 45 mins to get into central London",None
574,"LOCATION1 is where you'll find all of the restaurants, street performers, national theatre, the London aquarium",Positive
853,LOCATION1 means that we have a very fast route into Central London,None
10,"LOCATION1 which is a bit of a dump, doesn't reflect LOCATION2 at all",None
1066,"LOCATION1,  is not exactly the most ""up-market "" part of town by any means",None
1148,"LOCATION1,  tend towards being less cool, more touristy",None
1385,"LOCATION1, LOCATION2 have hundreds of bars and nightclubs of all different kinds",Positive
1337,"LOCATION2 and LOCATION1, are all worth a visit and close enough to explore on foot",None
1445,LOCATION2 has a large Indian/Bangladeshi community and LOCATION1 has a large Afro/Caribbean community,None
1309,LOCATION2 is in London and a really safe suburb and LOCATION1 is just outside of London and is a safe middle class area,None
1493,"LOCATION2's not a notoriously high crime area   it's easy walking distance to LOCATION1, you'll enjoy that for the night life",Positive
762,"LOCATION2, LOCATION1 for example are suburban",None
1446,"LOCATION2,LOCATION1 all got quite cheap properties and c2c line will be handy also as it stops at basildon and these places",None
1016,London Eye - Based on the bank of the River Thames near LOCATION1 this is a spectacle well worth a visit,None
1057,"Lots of bars and restaurants in LOCATION1 You could go dog racing also, that is local and lots of fun",Positive
290,Me and my partner are moving to East or LOCATION1 because im in Uni there and he just got a job at LOCATION2,None
159,"My favourite place is LOCATION1 , despite living in LOCATION1 now",None
262,"No 10 Chinese Restaurant doesn't sound exciting, but they do excellent Sichuan food in LOCATION1",None
729,"Personally i would recommend LOCATION1, with its Edwardian tree lined streets",None
969,"Portobello Market is located in LOCATION1, famous district where the Afro-Carribbeans mix it up with the posh white heroine chique",None
845,"Redevelopment of LOCATION1 Basin and Wood Wharf, east of LOCATION2",None
1397,Some parts of LOCATION1 and LOCATION2 are very nice indeed,None
1239,"Stay in LOCATION1, that way when you are going to and from LOCATION2 all you have to do is get on the train and not have to worry about getting across London on the Tube with your suitcases and risk delays and so on",None
671,The best club in London is Fabric in upper LOCATION1 if you like proper dance music,Positive
1296,The only village type bits of the capital are possibly the quiet areas around LOCATION2 and LOCATION1,None
190,"The tradtional way to wind up a friday or saturday night is to go to the bagel place in LOCATION1 (LOCATION2), which is all night",None
1377,This may sound stupid but whenever I visit a rough part of London such a as LOCATION2 or LOCATION1 I really enjoy it there,None
1233,"Unless you want to go to private nightclubs in the evening and have lots of cash to spend, don't suggest LOCATION1",Positive
1390,Well the best places to live in London are in the LOCATION2 and the very central LOCATION1,None
878,"Yes LOCATION1 is nice ( some of it ) , although the tourist bit is rather expensive",None
1416,Yes most people that live in  LOCATION1 and LOCATION2 are Bengalis,None
717,"You will see that LOCATION1 is the most dangerous London borough and , by far , has the most crime",None
1322,"You'll want to stay somewhere fairly central, so try areas around LOCATION1/LOCATION2",None
166,all in all LOCATION1 is a good choice,None
849,"also suggest LOCATION1 as a nice historic area to visit, best at weekends because they have a good craft market",None
305,"areas like LOCATION2,  LOCATION1 etc have a lot of flatshare opportunities because of all the students at University of London",None
792,"areas near LOCATION1 station, lots of markets, stores and pubs and during friday nights, you'll see people having fun and stuff",Positive
712,"as soon as some prat in LOCATION1 hears me, their eyes glaze over",None
941,"beware as the Lock tends to act as the focal point for LOCATION1's drug dealing, especially at night",None
889,but all I can say is LOCATION1 isn't that bad really,None
808,"close to LOCATION1, good shops,bars and restaurants, theatres and cinemas",Positive
1495,don't bother going to live in LOCATION2 or LOCATION1,None
405,"have a look round the 'poets corner' part of LOCATION1 (few nice bars, getting quite trendy), you would get a bit more for your money",Positive
451,head over to LOCATION1 to shop and eat - it's constantly evolving,None
1219,"i am actually living in LOCATION1 which is nice but my council accommodation is too small for us, so we want to exchange with someone living in LOCATION1",None
1371,i go to school in LOCATION2 area not much crime unless you travel to LOCATION1 at like night time,None
1465,i guess the only two decent places of London are LOCATION1 and LOCATION2 but those are the most expensive places in London,None
1481,i highly recommend LOCATION1 or LOCATION2 area,None
540,i would avoid LOCATION1 as the rates there can be almost just as expensive as Central London,None
759,i would prefert LOCATION1 more,None
739,"i would recommend LOCATION1, it is better in my opinion, hence it is more expensive i think",None
1134,"i would recommend a place with lots of green, like LOCATION1, its very quiet",None
1293,"id much rather be in LOCATION1  , but there are areas like LOCATION2 that i tend to stay clear of",None
334,if you have a really good budget then LOCATION1,None
1404,"if your budget is big enough, try and get a place in LOCATION1/LOCATION2 etc  It really depends on budget",None
1124,"it's a bit expensive round LOCATION1, but there are a few places round there, but mainly hotels",None
247,just stay away from LOCATION1 I lived in London and worked all over it for several years,None
1176,live in a riverside boat house and saw Ian Dury drinking in The Dove on LOCATION1 riverfront,None
179,"locations such as LOCATION1 and LOCATION2 are to be regarded as essentially ""London"" and not as Surrey at all",None
472,"lots of nightlife in The LOCATION1 area, it really buzzes in the evenings   rental accommodation is quite pricey around that area    but I personally would find it a bit claustrophobic to live in",Positive
920,"my dad has a house in LOCATION1, and that place is safe :)",None
62,my grandparents  lived in LOCATION1 for a long time and it was very boring,None
459,new bullet line from LOCATION1 opens next year which will put you into the centre of London in 25 minutes,None
1067,on the other side of the river also LOCATION1 is a very nice area to live in London,None
149,so living near to LOCATION1 would be very cool,None
21,"streets around LOCATION1) are OK, too",None
653,"the highly paid jobs tend to be in the LOCATION1 (with an average salary of around 100,000)",None
942,the real treat of living in LOCATION1 are the smaller shops that line the streets of this residential neighborhood,None
1095,there are alot of stores etc on LOCATION1 high road,None
366,there are loads of pick pockets down the LOCATION1,None
867,there are some good shops in LOCATION1,None
136,there are some parts of LOCATION1 that are nice and VERY quiet,None
555,"there is quiet a lot going on down in LOCATION1 and getting into town is easy as there are millions of buses along the high road to LOCATION1 tube, night buses and the overland rail links",None
1001,"there's LOCATION1, which is, I would say, a forest  The Thames also runs through there",None
1184,theres nothing wrong with LOCATION1,None
742,"travel can be difficult, especially at LOCATION1 where there are no trains, just busses",None
222,"try LOCATION1 in NW London onj the Jubilee Line, there are some 'cheaper' type rooms to rent there",None
1353,"try LOCATION1 or LOCATION2, you can find something decent and for not much money",None
1464,try looking around LOCATION2 and LOCATION1,None
1383,"try looking in LOCATION1 or LOCATION2, these are OK areas, with nice cafes",None
1152,try somewhere in LOCATION1,None
37,"try to live on the LOCATION1, its got a better atmosphere and is much cleaner",None
476,write your address in google postal code  LOCATION1 is not very nice,None
185,yes LOCATION1 needs two unemployment offices to manage the copius claims,None
1419,yes LOCATION2 London and LOCATION1 are very good areas,None
232,you absolutely have to check LOCATION1 out,None
44,you can visit LOCATION1 at the same time which is a great experience,None
588,you could consider  LOCATION1 is a mix of culture etc  You'll find a lot of different people there,None
1460,you could live in most parts of LOCATION1 and some areas of LOCATION2 and be able to commute easily,None
963,you could opt for lower end of LOCATION1 which has buses to LOCATION1  and the overground,None
338,you need to read up about what happened when the newspapers relocated to LOCATION1   it's regenerated a big area which was derelict and added a lot of office and housing space,None
911,""" My friend once collected a couple from LOCATION1 and was taking them to their hotel",None
1181,"# LOCATION1 Arts Centre  0,Free",None
493,"' punk rock mentality , LOCATION1 is the epicentre of bohemian counterculture",None
721,"'ave a bit of chow at Harrods, then go to the LOCATION1 and light up a fag init",None
162,"(However, I walk to LOCATION1 station after 9.30 every week and have never had a problem)",None
450,(LOCATION1 and LOCATION2),None
694,(LOCATION1 is in zone 2),None
612,(LOCATION1) Custom house,None
879,(my sister's boyfriend has just bought a small flat for half a mill in LOCATION1,None
1201,(not sure about other LOCATION1 boroughs though),None
1283,") LOCATION1 is lovely , especially around LOCATION2 etc",None
269,", Potters Bar, LOCATION1, LOCATION2",None
371,", theres nothing wrong with LOCATION1",None
1072,- Cached LOCATION1 accommodation - accommodation in LOCATION1 Flats/Houses - Rent,None
1470,"- LOCATION2 and LOCATION1 have clubs, Cinemas, Restaurants and bars to spare",Positive
1447,"- Near to popular areas like LOCATION1, LOCATION2, etc  - Rent is quite reasonable",None
1232,"- learn the red-light spots such as LOCATION1 where alot of drugs, whores and drunks stay around, you don't wanna get lost around those places",None
746,"15 on guest list or more on the door Guest list - VIP - Table Booking: 07734405567 or 07971190439 Attica Club, 24 Kingly Street, LOCATION1, London, W1 ""CRAZYSEXYCOOL"" AT CLUBBOULEVARD EVERY FRIDAY NIGHT",None
803,30 minutes to LOCATION1 on tube,None
323,8-10 Dover Street LOCATION1,None
395,@ sweet I love LOCATION1 actually lol,None
833,A better walk around that way would be to  walk along the canal to LOCATION1,None
648,A few of my colleagues lived in LOCATION1 (our office was in Greater London),None
537,"A little flat in LOCATION1 will be very nice, but will cost you a good deal of money",None
1482,A load of money will buy you a nice house in LOCATION1 or LOCATION2,None
168,A more affordable option would be LOCATION1,None
1220,"A trip on the river from LOCATION2, richmond or Hampton Court to LOCATION1 is another paid for attraction well worth doing",None
346,A true Cockney is one who was born within the sound of the LOCATION1 Bells,None
519,AND the trains to London are fast from LOCATION1,None
917,Absolutely LOCATION1 is London,None
1359,Additionally you should consider  LOCATION1 or LOCATION2,None
145,"Administratively , since 1963 , LOCATION1 has been part of Greater London and not in the modern county of Kent",None
186,"Administratively, LOCATION1 is in Greater London, and houses the headquarters of the London borough of LOCATION2",None
643,Aesthetically I would go for LOCATION1 - it has loads of lovely green space to walk on,None
419,Afraid to go out  LOCATION1 is a horrible place full of scum,None
468,Again these areas have nice parts/bad parts but again they are more cheap ( LOCATION1 can be a bit expensive depending though ) and they can be a bit run down if you go to certain places,None
1241,Agree with LOCATION1 Whenabouts did you live in LOCATION2,None
1413,Alot of tube lines go into LOCATION2 and LOCATION1 so you have plenty of choices,None
1361,"Also , LOCATION2 and LOCATION1 are good places for cheap housing , but I find them depressingly suburban",None
1380,Also LOCATION1 and LOCATION2 aren't that bad tho' they are much more expensive than they used to be,None
142,"Also SE is LOCATION1, that is pretty up and coming",None
1448,"Also going west,  LOCATION2 and LOCATION1 are nice, too",None
466,"Also look at Time Out website for ideas  Go LOCATION1 tube station, then look at the Asian shops in Green Street (: LOL",None
781,"Also nearby is Kenwood house on LOCATION1, with great art inside and a beautiful garden",None
1331,Also the areas around LOCATION1 and LOCATION2 were quite nice,None
790,Also try LOCATION1,None
317,"Also, in the back streets behind LOCATION1 (such as Goodge Street and Mortimer Street) you can get a number of nice places with a more traditional feel, and these are usually a bit cheaper as well",None
415,"Also, you could go to LOCATION1 (""trendy"" area of East End, full of pubs, clubs and other interesting things",Positive
1467,"Alternatively, there is the very popular area of LOCATION1 (and also LOCATION2) although these are probably more expensive",None
393,"Although the house prices in LOCATION1 will be more expensive to rent,",None
1054,"Although truly, any where except LOCATION1 will do",None
1106,Am I a North Londoner or a LOCATION1 boy,None
488,An additional point: LOCATION1 tube station is a great one to be near,None
434,"And Francois, it was your choice to live in LOCATION1, not ours",None
806,And I was wondering whether to live in LOCATION1 or not,None
909,"And LOCATION1 is no better, you'll be paying higher rent rates, and have just as many housing estates on your door step",None
204,"And West, plenty of (rich) people live in LOCATION1 and LOCATION2  London and Greater London are different names for the exact same area",None
1120,"And anyhow, surely the ""lack of NE postcodes"" would suggest by your logic the possibility that it is North LOCATION1 which is a ""seperate entity""",None
635,And as a footnote to the distance that the sound of LOCATION1 Bells could be heard,None
254,"And finally LOCATION1, for your thirty something who is looking to settle down, but still likes a night out",Positive
549,And no it's not called St Paul's  You said it yourself: LOCATION1,None
1031,And something a bit fun and free (not sure if this is what you mean by LOCATION1) - Speakers Corner in LOCATION1 (Sunday morning is the best time to go),None
1191,And what about LOCATION1,None
23,"And yes , LOCATION1 is a quiet LOCATION1 suburb but it has restaurants , pubs etc",Positive
28,And you can jump on a bus and be in LOCATION1 within 10mins,None
131,"Another good place to consider is LOCATION1 as there are many shops and a few clubs, and it is situated on the central line so only a few stops from central London and hotspots such as Oxford Street",Positive
48,"Another place to consider is LOCATION1 - it's got some lovely areas, it's on the river, there are some great independent shops, there are good restaurants and cafes and a great market",None
1168,Anyway I know where LOCATION1 is and so on but I've never liked it,None
1463,"Anywhere around LOCATION1,  LOCATION2 I'd stay clear off especially after dark",None
364,"Are there any places that are nice and not too expensive, but also not way out in the outskirts (i e  LOCATION1, LOCATION2, Biggin Hill, etc )",None
88,Are you aware that LOCATION1 is the heart of the Gay area of London,None
120,Areas in Essex such as LOCATION1 are quite affluent but would be considered by many to be more of a 'new money' crowd,None
336,Areas like LOCATION1 are  quite far in regards to transport- it depends what you are after,None
584,Around Manor House / Turnpike Lane in LOCATION1 there are pretty much shared houses  The best way to find a job is to become a waitress,None
461,As a London I should explain that LOCATION1 has excellent connections with the rest of London,None
763,"As a general rule, anywhere on the LOCATION1 branch of the Northern Line is ok - except perhaps LOCATION2 and Archway which are a bit dangerous / grubby",None
863,"As a rule, some of the cheapest areas are in LOCATION1 as these are not served by the tube (underground) and therefore commuting into the London is more difficult s",None
1011,As for LOCATION1,None
793,As for LOCATION1 -  you would find it hard to buy anything there for less than 250-300k,None
1105,"As for LOCATION1, I rarely go out but as far as shopping goes its got everything you need  LOCATION2",None
1324,"As for the safety, LOCATION2's also a good place but a bit noisy at times especially if you are close to  LOCATION1",None
1026,"As the other answerer said: LOCATION2 - Bank by DLR, then Bank - LOCATION1 by Northern Line (Northbound)",None
246,At the centre of London are the LOCATION1 (historically the seat of the Government) and the London immediately to the east which was the original core of London,None
1199,At the moment I live in LOCATION1,None
654,Avoid LOCATION1 to the south without a knife proof vest Thinking of moving to London,None
1386,"Avoid LOCATION2 (nothing interesting there) , stay  LOCATION1 areas",None
756,BTW LOCATION1 is SE London Web Beerintheevening,None
291,"Be excited , not stressed , everything will be great LOCATION1 is a very very desirable area - amazing that you can afford to live there as a student",None
481,"Bear in mind that some areas are convenient for the London, and some areas are convenient for LOCATION1, but very few areas are convenient for both",None
33,"Because there are a ton of hotels in LOCATION1 there are also tons of places to eat, pubs and so on",Positive
847,Best advice is to check out the tube/rail map at  and then work out journey times to LOCATION1 and cross reference it with  for rent prices,None
801,Best of luck  If you want to live somewhere very trendy I would definitely try LOCATION1,None
1364,Both LOCATION1 and LOCATION2  are easily accessable,None
1468,"Both LOCATION1 and LOCATION2 are really nice, the key though is whether or not you can afford it",None
1169,Buckingham Palace is in LOCATION1,None
753,But NOT in LOCATION1 where rents are astronomical,None
813,But does anybody know of any kids wing chun classes closer to LOCATION1/LOCATION2,None
1244,"But if I had a choice to live anywhere in London it would be LOCATION1 because all the shopping and places to visit, clubs etc",Positive
946,But if a more central location is important to you I would go with LOCATION1,None
1472,"But otherwise the LOCATION1 and LOCATION2 do have a safe public atmosphere, if you ask me",None
524,"But the two areas you have mentioned LOCATION2 and LOCATION1, depending on what parts you go to are no worse than other parts of London and in some ways are among the safer areas the Metropolis that is London",None
127,"But you can LOCATION1, Or Canada Water, they are in Zone 2, 450 a month should get you a nice studio",None
1430,"Central London can be split into three main sections, the London, LOCATION2, and LOCATION1",None
870,"Certain parts of LOCATION1 are ok, such as Park Avenue which is right near LOCATION2",None
1350,"Cheap is just out of London, like LOCATION2, LOCATION1, etc",None
372,"Check this out  Just down the road you have LOCATION1, I lived there a few times and loved the place, but never could afford to buy",None
866,"Cigar Joe was a gypsy traveller, did not live in LOCATION1 area, he lived in a gypsy encampment in LOCATION2",None
750,"Closely followed by Slough, Harlow, Bracknell and Stevenage  Get the 25 bus from Oxford Street to LOCATION1, and start looking at the general housing condition when you get past Aldgate",None
1190,"Clubs , Pubs and Students It is also true that LOCATION1 is infested by students",Positive
1034,Come and live in LOCATION1,None
713,"Come on this is England we're talking about we can have different weather in the same street :) I'd have no problem believing it was raining in LOCATION2 but sunny in LOCATION1 (or vice versa) That said  I bet that 'on average' yeah the weather would be the same 90% of the time, as you say they're NOT that far away from each other  The geographical distinction of whether you are in Essex or London makes no difference to the weather",None
279,"Concert Hall Approach, LOCATION1, London SE1. Tel: 020 7928 9370. [Monday-Saturday] (4) Boisdale",None
110,Cool clubs under the railway arches in LOCATION1,Positive
728,Could someone please tell me if they think LOCATION1 would match what I am looking for or suggest any other areas,None
1060,Dad told me that they were the LOCATION1 Bells,None
390,Damn sure there is something fishy going on here  We were phoned today by a company claiming to be working with LOCATION1 Police and fitting FREE Fire and Security Alarms,None
1426,"Depends on your budget, if it's tight then look at the LOCATION1, LOCATION2",None
1215,Depends what area of LOCATION1,None
553,"Don't go to LOCATION1, I lived there for 3 years, it's horrible",None
532,"Don't live in LOCATION1, unless you want to mobed while doing your grocery shopping",None
224,"Doubt it it wasn't posh in the mid seventies - runaways from oop north, just off trains at LOCATION1 and St  Pancreas used to head off there, hoping to be picked up by old 'hows yer fathers' in their Austin Princesses and Vanden Plas motors",None
1375,Down south go for LOCATION1 or LOCATION2,None
169,EDIT - Carry forget LOCATION1 your talking 130+ JUST for a room in a flatshare and THAT was in an ex authority dive,None
779,"Earlier this year, I stayed at the LOCATION1 Hotel",None
855,"Earlier when I went to London, I stayed in Somerset Apartments LOCATION1 London",None
1,Edit: LOCATION1 matchdays much be a godsend for you,None
85,En route you will pass London Wetland Centre at LOCATION1 which claims to be the best urban wildlife centre in Europe,None
693,"Even Green Hythe, LOCATION1, Gravesend and surrounding area's (West Kingsdowne, Eynesford Hextable etc)",None
221,Even in LOCATION1,None
1492,"Even in LOCATION1 there are safe places to bring up children, such as LOCATION2 which is very friendly",None
1423,Everyone would love to live in LOCATION1 and LOCATION2 but few can afford it,None
925,"Everything is expensive in LOCATION1 including the famous department store there, Harrods, rents, shops, restaurants",None
919,Example: LOCATION1,None
844,"First of all, LOCATION1 ISN'T a 'no go' area",None
732,First up a real Cockney - Tommy Steele - from LOCATION1 - one of his more famous Cockney recordings from the 1950s,None
767,"Football supporters do, however, like to support winning teams, hence the popularity of Manchester United, Manchester London, LOCATION1 and Arsenal",None
906,For Beckingham read LOCATION1,None
302,For LOCATION1 rentals try these links,None
43,For a fun night out head to Roadhouse in LOCATION1 for a good night out,Positive
1137,For a high one you can get the best LOCATION1 for a low one (well that could be loads of places),None
620,For christ's sake do not move to LOCATION1,None
74,"For example, living in LOCATION1 is completely different to living in LOCATION2",None
1230,"For example, to a Londoner, LOCATION1 generally means the district  not the borough",None
1024,"For green spaces LOCATION1 is brilliant - parks, the River Thames towpath, LOCATION1 National Nature Reserve",None
238,"For human interest, you can't beat LOCATION1 for its marvelous array of street performers and buskers",None
630,"For instance, you could live in the Redbridge area, where there are some new developments, and large parks, close to LOCATION2 forest etc; Or you might want a LOCATION1 area, a Waltham Forest area, a Tower Hamlets area (there are some really lovely places in Tower Hamlets for not too much) etc; You'll probably need to start off flatsharing in a small-ish flat, but don't be put off moving to London for that",None
1282,"For instance, you will find shopping centres in LOCATION2, LOCATION1 etc  and not just in the centre of London",None
1437,"For more affordable but still buzzing suburbs home to many working travellers, try LOCATION1, LOCATION2",None
1424,"For more of a neighbourhood feel head to LOCATION2 or LOCATION1, where lively pubs and clubs meet parks and public libraries",Positive
