id,predicted,actual
62,2,2
459,2,2
1067,2,2
149,2,2
21,2,2
653,2,2
942,2,2
1095,2,2
366,2,2
867,2,2
136,2,2
555,2,2
1001,2,2
1184,2,2
742,2,2
222,2,2
1353,2,2
1464,2,2
1383,2,2
1152,2,2
37,2,2
476,2,2
185,2,2
1419,2,2
232,2,2
44,0,0
588,2,2
1460,2,2
963,2,2
338,2,2
911,2,2
1181,2,2
493,2,2
721,2,2
162,2,2
450,2,2
694,2,2
612,2,2
879,2,2
1201,2,2
1283,2,2
269,2,2
371,2,2
1072,2,2
1470,2,2
1447,2,2
1232,2,2
746,2,2
803,2,2
323,2,2
395,2,2
833,2,2
648,2,2
537,2,2
1482,2,2
168,2,2
1220,2,2
346,2,2
519,2,2
917,2,2
1359,2,2
145,2,2
186,2,2
643,2,2
419,2,2
468,2,2
1241,2,2
1413,2,2
1361,2,2
1380,2,2
142,2,2
1448,2,2
466,2,2
781,2,2
1331,2,2
790,2,2
317,2,2
415,2,2
1467,2,2
393,2,2
1054,2,2
1106,2,2
488,2,2
434,2,2
806,2,2
909,2,2
204,2,2
1120,2,2
635,2,2
254,2,2
549,2,2
1031,2,2
1191,2,2
23,2,2
28,2,2
131,2,2
48,2,2
1168,2,2
1463,2,2
364,2,2
88,2,2
120,2,2
336,2,2
584,2,2
461,2,2
763,2,2
863,2,2
1011,2,2
793,2,2
1105,2,2
1324,2,2
1026,2,2
246,2,2
1199,2,2
654,2,2
1386,2,2
756,2,2
291,2,2
481,2,2
33,2,2
847,2,2
801,2,2
1364,2,2
1468,2,2
1169,0,2
753,2,2
813,2,2
1244,2,0
946,2,2
1472,2,2
524,2,2
127,2,2
1430,2,2
870,2,2
1350,2,2
372,2,2
866,2,2
750,2,2
1190,2,2
1034,2,2
713,2,2
279,2,2
110,2,2
728,2,2
1060,2,2
390,2,2
1426,2,2
1215,2,2
553,2,2
532,2,2
224,2,2
1375,2,2
169,2,2
779,2,2
855,2,2
1,2,2
85,2,2
693,2,2
221,2,2
1492,2,2
1423,2,2
925,2,2
919,2,2
844,2,2
732,2,2
767,2,2
906,2,2
302,2,2
43,2,2
1137,2,2
620,2,2
74,2,2
1230,2,2
1024,2,2
238,2,0
630,2,2
1282,2,2
1437,2,2
1424,2,2
31,2,2
9,2,2
1328,2,2
965,2,2
768,2,2
899,2,2
1207,2,2
681,2,2
937,2,2
737,2,2
1473,2,2
1458,2,2
79,2,2
265,2,2
1356,2,2
455,2,2
776,2,2
1030,2,2
726,2,2
349,2,2
1012,2,2
723,2,2
329,2,2
438,2,2
939,2,2
820,2,2
992,2,2
1357,2,0
936,0,2
809,2,2
83,2,2
1259,2,2
1146,2,2
835,2,2
178,0,2
180,2,2
1352,0,0
442,2,2
730,2,2
1222,2,2
1037,2,2
268,2,2
1074,2,2
1325,2,2
229,2,2
733,2,2
172,2,2
200,2,2
1149,2,2
1284,2,2
592,2,2
1267,2,2
155,2,2
1393,2,2
1189,2,2
335,2,2
444,2,2
1163,2,2
538,2,2
312,2,2
344,2,2
373,2,2
54,2,2
308,2,2
774,2,2
570,2,2
309,2,2
714,2,2
1340,2,2
18,2,2
924,2,2
545,2,2
284,2,2
248,2,2
275,2,2
944,2,2
744,2,2
656,2,2
615,2,2
1063,2,2
1188,2,2
1382,2,2
140,2,2
1087,2,2
425,2,2
680,2,2
1240,2,2
84,2,2
413,2,2
1116,2,2
957,2,2
1141,2,2
826,2,2
426,2,2
951,2,2
599,2,2
1490,2,2
606,2,2
170,2,2
900,2,2
1127,2,2
1265,2,2
1103,2,2
456,2,2
7,2,2
1005,2,2
137,2,2
282,2,2
954,2,2
758,2,2
794,2,2
370,2,2
500,2,2
1372,2,2
215,2,2
700,2,2
971,2,2
579,2,2
734,2,2
528,2,2
829,2,2
876,2,2
667,2,2
378,2,2
967,2,2
1065,2,2
778,2,2
112,2,2
1091,2,2
122,2,2
854,2,2
548,2,2
298,2,2
193,2,2
306,2,2
1125,2,2
949,2,2
1036,2,2
736,2,2
894,2,2
560,2,2
896,2,2
598,2,2
859,2,2
812,2,2
702,2,2
90,2,2
950,2,2
218,2,2
251,2,2
235,2,2
1295,2,2
576,2,2
479,2,2
1175,2,2
675,2,2
1093,2,2
1111,2,2
274,2,2
562,2,2
296,2,2
804,2,2
361,2,2
80,2,2
12,2,2
998,2,2
724,2,2
236,2,2
765,2,2
874,0,0
176,2,2
1247,2,2
747,2,2
333,2,2
220,2,2
1025,2,2
1450,2,2
1269,2,2
1343,2,2
780,2,2
1443,2,2
1462,2,2
935,2,2
1203,2,2
89,2,2
1205,2,2
821,2,2
1363,2,2
1075,2,2
977,2,2
1329,2,2
1022,2,2
1367,2,2
749,2,2
337,2,2
658,2,2
827,2,2
976,2,2
331,2,2
408,2,2
802,2,2
531,2,2
130,2,2
1396,2,2
640,2,2
1100,2,2
417,2,2
1167,2,2
385,2,2
558,2,2
92,2,2
473,2,2
515,2,2
233,2,2
343,2,2
623,2,2
904,2,2
228,2,2
1076,2,2
392,2,2
1129,2,2
930,2,2
614,2,2
504,2,2
567,2,2
2,2,2
1195,2,2
288,2,2
486,2,2
682,2,2
1398,2,2
485,2,2
795,2,2
231,2,2
24,2,2
839,2,2
883,2,2
1225,2,2
1355,2,2
499,2,2
192,2,2
510,2,2
1399,2,2
1070,2,2
1368,2,2
369,0,2
1102,2,2
657,2,2
3,2,2
87,2,2
0,2,2
57,2,2
517,0,0
679,2,2
1369,2,2
1403,2,2
1212,2,2
1449,2,2
1224,2,2
1135,2,2
962,2,2
8,2,2
99,2,2
1412,2,2
226,2,2
529,2,2
565,2,2
1121,2,2
157,2,2
1285,2,2
1298,2,2
1297,2,2
1158,2,2
6,2,2
771,2,2
104,2,2
651,2,2
402,2,2
1209,2,2
1119,2,2
722,2,2
1021,2,2
152,2,2
1049,2,2
509,2,2
1048,2,2
970,2,2
480,2,2
492,2,2
1144,2,2
1253,2,2
55,2,2
47,2,2
403,2,2
1206,2,2
1061,2,2
1107,2,2
264,2,2
181,2,2
94,2,2
628,2,2
587,2,2
447,2,2
816,2,2
326,2,2
245,2,2
132,2,2
42,2,2
856,2,2
151,2,2
1208,2,2
673,2,2
258,2,2
1321,2,2
1183,2,2
123,2,2
564,2,2
376,2,2
1414,2,2
502,2,2
645,2,2
1444,2,2
1335,2,2
1251,2,2
1019,2,2
993,2,2
516,2,2
27,2,2
379,2,2
649,2,2
475,2,2
1104,2,2
1159,2,2
1165,2,2
404,2,2
1211,2,2
991,2,2
513,2,2
1000,2,2
1151,2,2
526,2,2
552,2,2
885,2,2
575,2,2
629,2,2
1073,2,2
710,2,2
211,2,2
1332,2,2
1475,2,2
1453,2,2
1376,2,2
1318,2,2
1289,2,2
1420,2,2
1480,2,2
412,2,2
1342,2,2
1374,2,2
201,2,2
563,2,2
195,2,2
1101,2,2
49,2,2
135,2,2
138,2,2
522,2,2
810,2,2
1045,2,2
902,2,2
77,2,2
1202,0,0
619,2,2
1033,2,2
188,2,2
214,2,2
1090,2,2
609,2,2
70,2,2
357,2,2
1231,2,2
367,2,2
817,2,2
297,2,2
1266,2,2
150,2,2
593,2,2
973,2,2
147,2,2
975,2,2
1186,2,2
1081,2,2
293,2,2
850,2,2
608,2,2
1234,2,2
41,2,2
272,2,2
25,2,2
1246,2,2
400,2,2
330,2,2
595,2,2
171,2,2
276,2,2
650,2,2
1407,2,2
310,2,2
1411,2,2
637,2,2
1142,2,2
1242,2,2
1017,2,2
1218,2,2
966,2,2
832,2,2
985,2,2
1083,2,2
834,2,2
882,2,2
360,2,2
708,2,2
773,2,2
947,2,2
1035,2,2
98,2,2
146,2,2
1338,2,2
105,2,2
815,2,2
995,2,2
1194,2,2
611,2,2
1133,2,2
707,2,2
633,2,2
956,2,2
108,2,2
521,2,2
106,2,2
891,2,2
474,2,2
1099,2,2
735,2,2
266,2,2
1182,2,2
1131,2,2
158,2,2
627,2,2
1032,2,2
212,2,2
271,2,2
865,2,2
869,2,2
126,2,2
464,2,2
358,2,2
225,2,2
1326,2,2
1007,2,2
497,2,2
840,2,2
578,2,2
718,2,2
527,2,2
897,2,2
206,2,2
216,2,2
1020,2,2
339,2,2
356,2,2
73,2,2
60,2,2
1193,2,2
1498,2,2
1170,2,2
416,2,2
1122,2,2
407,2,2
1126,2,2
484,2,2
1258,2,2
913,2,2
547,2,2
1071,2,2
362,0,2
594,2,2
56,2,2
1198,2,2
352,2,2
163,2,0
1252,2,2
1281,2,2
259,2,2
277,2,2
618,2,2
1160,2,2
1256,2,2
959,2,2
359,2,2
836,2,2
1204,2,2
398,2,2
103,2,2
281,2,2
227,2,2
409,2,2
198,2,2
745,2,2
661,2,2
427,2,2
572,2,2
1086,2,2
299,2,2
660,2,2
670,2,2
1223,2,2
50,2,2
1273,2,2
139,2,2
690,2,2
923,2,2
1043,2,2
512,2,2
109,2,2
1433,2,2
1214,2,2
255,2,2
770,2,2
477,2,2
1389,2,2
1173,2,2
577,2,2
148,2,2
503,2,2
386,2,2
95,2,2
448,2,2
197,2,0
903,2,2
111,2,2
61,2,2
487,2,2
1069,2,2
196,2,2
121,2,2
39,2,2
914,2,2
929,2,2
26,2,2
217,2,2
1053,2,2
506,2,2
760,2,2
462,2,2
78,2,2
1237,2,2
1077,2,2
1391,2,2
96,2,2
71,2,2
303,2,2
141,2,2
688,2,2
1050,2,2
340,2,2
20,2,2
1110,2,2
1221,2,2
986,2,2
64,2,2
1255,2,2
1249,2,2
1150,2,2
286,2,2
798,2,2
772,2,2
918,2,2
1018,2,2
154,2,2
916,2,2
467,2,2
738,0,0
807,2,2
823,2,2
240,2,2
1217,2,2
907,2,2
546,2,2
1243,2,2
431,2,2
65,2,2
1238,2,2
1059,2,2
755,2,2
421,2,2
414,2,2
1098,2,2
589,2,2
294,2,2
133,2,2
320,2,2
202,2,2
1138,2,2
223,2,2
800,2,2
1171,2,2
187,2,2
646,2,2
219,2,2
29,2,2
983,0,0
846,2,2
822,2,2
257,2,2
209,2,2
184,2,2
725,2,2
1088,2,2
864,2,2
862,2,2
129,2,2
175,2,2
561,2,2
999,2,2
687,2,2
97,2,2
852,2,2
420,2,2
67,2,2
676,2,2
915,2,2
603,2,2
471,2,2
741,2,2
58,2,2
1228,2,2
1174,2,2
851,2,2
81,2,2
318,2,2
1038,2,2
1312,2,2
990,2,2
715,2,2
892,2,2
69,2,2
1145,2,2
982,2,2
634,2,2
1272,2,2
445,2,2
1474,2,2
662,2,2
1469,2,2
1366,2,2
1303,2,2
1345,2,2
1432,2,2
1415,2,2
1307,2,2
1417,2,2
1333,2,2
1401,2,2
1294,2,2
1434,2,2
1400,2,2
86,2,2
691,2,2
1291,2,2
1292,2,2
669,2,2
607,2,2
1370,2,2
1381,2,2
1280,2,2
1421,2,2
1260,2,2
1344,2,2
1466,2,2
1429,0,0
642,2,2
1384,2,2
1455,2,2
1320,2,2
1327,2,2
625,2,2
16,2,2
703,2,2
1306,2,2
301,2,2
1236,2,2
239,2,2
354,2,2
1040,2,2
1177,2,2
388,2,0
350,2,2
144,2,2
1210,2,2
1179,2,2
696,2,2
945,2,2
1476,2,2
1192,2,2
325,2,2
626,2,2
743,2,2
1029,2,2
1471,2,2
101,2,2
819,2,2
1406,2,2
663,2,2
1484,2,2
1155,2,2
1388,2,2
68,2,2
958,2,2
777,2,2
256,2,2
1263,2,2
511,2,2
1456,2,2
45,2,2
1003,2,2
523,2,2
1226,2,2
974,2,2
1006,2,2
1136,2,2
1248,2,2
437,2,2
996,2,2
1438,2,2
384,2,2
428,2,2
342,2,2
1039,2,2
871,2,2
1310,2,2
355,2,2
761,2,2
530,2,2
1365,2,2
1288,2,2
397,2,2
252,2,2
66,2,2
1279,2,2
1378,2,2
1425,2,2
1085,2,2
1157,2,2
980,2,2
955,2,2
1261,2,2
1268,2,2
436,2,2
543,2,2
943,2,2
478,2,2
1457,2,2
1096,2,2
1436,2,2
368,2,2
711,2,2
1454,2,2
988,2,2
533,2,2
940,2,2
938,2,2
241,2,2
582,2,2
644,2,2
585,2,2
1427,2,2
1442,2,2
825,2,2
541,2,2
1323,2,2
1118,2,2
332,2,2
775,2,2
520,2,2
610,2,2
452,2,2
695,2,2
1496,2,2
888,2,2
1092,2,2
1013,2,2
1153,2,2
838,2,2
114,2,2
237,2,2
348,2,2
895,2,2
1172,2,2
458,2,2
324,2,2
1108,2,2
841,2,2
884,2,2
1015,2,2
818,2,2
997,2,2
514,2,2
727,2,2
382,2,2
134,2,2
1009,2,2
1452,2,2
51,2,2
948,2,2
365,2,2
34,2,2
571,2,2
1216,2,2
665,2,2
534,2,2
604,2,2
858,2,2
1094,2,2
748,2,2
872,2,2
1154,2,2
1488,2,2
684,2,2
72,2,2
32,2,2
430,2,2
1394,2,2
1351,2,2
632,2,2
568,2,2
1245,2,2
789,2,2
857,2,2
1080,2,2
261,2,2
1079,2,2
678,2,2
551,2,2
535,2,2
243,2,2
1143,2,2
1028,2,2
380,2,2
1405,2,2
787,2,2
586,2,2
501,2,2
102,2,2
496,2,2
351,2,2
1197,0,0
91,0,0
1055,2,2
848,2,2
1274,2,0
389,2,2
1341,2,2
1196,2,2
901,2,2
597,2,2
125,2,2
263,2,2
469,2,2
401,2,2
1479,2,2
1334,2,2
910,2,2
757,2,2
406,2,2
507,2,2
556,2,2
1004,2,2
443,2,2
953,2,2
383,2,2
1187,2,2
1286,2,2
590,2,2
686,2,2
842,2,2
674,2,2
1058,2,2
677,2,2
249,2,2
692,2,2
508,2,2
602,2,2
1308,2,2
1044,2,2
1270,2,2
199,2,2
1313,2,2
495,2,2
1180,2,2
1276,2,2
319,2,2
182,2,2
1301,2,2
987,2,2
1300,2,2
100,2,2
1347,2,2
639,2,2
814,2,2
1373,2,2
1097,2,2
433,2,2
76,2,2
113,2,2
580,2,2
1362,2,2
1494,2,2
981,2,2
786,2,2
347,2,2
664,2,2
307,2,2
1287,2,2
932,2,0
1262,2,2
22,2,2
799,2,2
554,2,2
422,2,2
1264,2,2
119,2,2
1277,2,2
1052,2,2
782,2,2
418,2,2
183,2,2
1254,2,2
898,2,2
116,2,2
616,2,2
38,2,2
830,2,2
107,2,2
313,2,2
353,2,2
689,2,2
766,2,2
118,2,2
960,2,2
631,2,2
685,2,2
783,2,2
14,2,2
1354,2,2
811,2,2
720,2,2
489,2,2
1023,2,2
926,2,2
423,2,2
435,2,2
1008,2,2
491,2,2
292,2,2
1047,2,2
273,2,2
961,2,2
311,2,2
550,2,2
1319,2,2
1132,2,2
321,2,2
566,2,2
544,2,2
921,2,2
446,2,2
837,2,2
831,2,2
322,0,0
327,2,2
1489,2,2
788,2,2
1114,2,2
1439,2,2
208,2,2
754,2,2
1068,2,2
174,2,2
1339,2,2
432,2,2
375,2,2
498,2,2
314,2,2
341,2,2
613,2,2
1064,2,2
156,2,2
289,2,2
1257,0,0
1358,2,2
928,2,2
542,2,2
283,2,2
666,2,2
93,2,2
1402,2,2
709,2,2
1435,2,2
1487,2,2
933,2,2
1440,2,2
591,2,2
75,2,2
1459,2,2
411,2,2
934,2,2
927,2,2
875,2,2
1140,2,2
518,2,2
295,2,2
1316,2,2
647,2,2
843,2,2
785,2,2
213,2,2
63,2,2
387,2,2
1056,2,2
1451,2,2
797,2,2
463,2,2
697,2,2
4,2,2
1486,2,2
128,2,2
505,2,2
881,2,2
453,2,2
557,2,2
165,2,2
1117,2,2
482,2,2
191,2,2
381,2,2
908,2,2
525,2,2
59,2,2
40,2,2
636,2,2
972,2,2
124,2,2
1109,2,2
1483,2,2
194,0,2
53,2,2
439,2,2
652,2,2
30,2,2
242,2,2
454,2,2
868,2,2
483,2,2
260,2,2
1360,2,2
905,2,2
1441,2,2
173,2,2
622,2,2
1156,2,2
164,2,2
377,2,2
143,2,2
1200,2,2
824,2,2
1042,2,2
287,2,2
952,2,2
315,2,2
699,2,2
968,2,2
621,2,2
1164,2,2
994,2,2
267,2,2
784,2,2
596,2,2
1123,2,2
1431,2,2
280,2,2
15,2,2
641,2,2
573,2,2
465,2,2
234,2,2
1162,2,2
624,2,2
978,2,2
1041,2,2
1290,2,2
205,2,2
210,2,2
1062,2,2
396,2,2
600,2,2
698,2,2
912,2,2
363,2,2
1304,2,2
1014,2,2
1027,2,2
1379,2,2
13,0,2
752,2,2
877,2,2
1078,2,2
