id,text,sentiment
2393,LOCATION1  has the Empire (good venue for live music) and good bars,None
2202,LOCATION1  is a nice area but probably a bit far away,None
93,LOCATION1  is a pretty desirable area you will see what I mean,None
447,LOCATION1  is a very prosperous suburb,None
1863,LOCATION1  is certainly safer than it was even a couple of years ago,None
362,LOCATION1  is good for shopping,None
1171,LOCATION1  is not a crime hotspot probably just drunks,None
1291,LOCATION1  is quite a green area of London,None
2220,LOCATION1  is so nice,None
382,LOCATION1 (commuter hub to the London),None
751,LOCATION1 (where I grew up) is an okay place to live as its got a large portugese community,None
2923,"LOCATION1 , LOCATION2 are all places with low crime",None
449,"LOCATION1 - fantastic shopping centre, Arts Centre and Clubs - and it is only a 25 minute bus ride away",None
2380,"LOCATION1 = Yawn - over hyped, down trodden area - crime is high",None
330,"LOCATION1 Good area, generally",None
2817,"LOCATION1 LOCATION2, both shite holes",None
75,LOCATION1 London aint exactly a dump just cause them germanz bombed here dey had 2 build alot of estates init,None
2226,LOCATION1 a sort of average London suburb; very racially mixed; therefore has excellent ethnic restaurants; there is a shopping centre with the usual stores,None
572,LOCATION1 according to the Met has one of the highest crime rates,None
973,LOCATION1 ai n't too bad either,None
2740,LOCATION1 and LOCATION2 are also good areas for cheaper flats,None
2786,"LOCATION1 and LOCATION2 are both expensive and up-scale neighbourhoods , so you need have no worries apart from the huge cost of living there of course",None
2627,"LOCATION1 and LOCATION2 are both okay , again , affordable and good transport",None
1132,LOCATION1 and LOCATION2 are is full of more pretentious hipsters than chavs,None
191,"LOCATION1 can be a nice area - near the cemetery is good, but maybe too expensive for you",None
2325,LOCATION1 has a large Asian community but is not sticking out further for its crime rates,None
1099,LOCATION1 has a lot of trendy clubs but you will have to pay around 10-15 for a drink,None
703,"LOCATION1 has some wicked parties there , really like it but I dont stay there",None
1502,LOCATION1 in Kent is a lovely ancient market town with a good fast rail service to LOCATION2,None
2743,LOCATION1 in Kent or LOCATION2 in Kent might be worth a look,None
2857,LOCATION1 in London is a good place to go to hear blues music and Ronnie Scott's in LOCATION2 is a Jazz institution,None
2905,LOCATION1 in Northern London is nice and LOCATION2 is nice in the South,None
2341,"LOCATION1 in the east end is a very vibrant area for young hipster types , artists , musicians and people who love food - specifically Indian curry",None
1280,"LOCATION1 is a big flea market, with a street of great indian curry houses",None
2183,"LOCATION1 is a good place to live, convenients, safe, lots of pubs/bars/cafes and restaurants, shops",None
880,"LOCATION1 is a lovely place to live , but it would be a bit of a trek into London the journey time on the underground ( Northern line ) is about 40 minute",None
2087,"LOCATION1 is a pleasent , up-market , vibrant , cosmopolitan , young professional area",None
1304,"LOCATION1 is a pretty rough area, with lots of council estates, it is quite a way out from the centre, about 10 miles, and has poor public transport",None
1978,"LOCATION1 is a really nice area with good restaurants etc and again with good transport links (Jubilee line, Silverlink trains and Thameslink trains)",None
2599,"LOCATION1 is a shitt hole , LOCATION2 is ok but a bit out of the way",None
837,LOCATION1 is above average for crime,None
1695,LOCATION1 is affardoble and next to central London,None
1090,LOCATION1 is different though- its a bit of a run down area so dont expect too much when you get there however the students take over most of it so you'll be safe enough,None
939,LOCATION1 is fine,None
799,"LOCATION1 is gorg, i would love to live there",None
1066,"LOCATION1 is gorgeous and has the blend of uber rich and middle class , v",None
2011,"LOCATION1 is great, because it's mainly little boutiques that sells goods you wont find anywhere else and there's a huge markets",None
1237,"LOCATION1 is horrible yes it is in fact i was there last weekend I work in the LOCATION1 area , and within the last three weeks the owner of the sandwich shop directly opposite was murdered by a drug crazed ex-employee , and just yesterday , a man was shot dead INSIDE SE-One nightclub",None
726,LOCATION1 is in LOCATION2 and is generally an inner-London borough,None
13,LOCATION1 is in my opinion is alot nicer than LOCATION1,None
1949,LOCATION1 is middle class outer suburbs there 's some problems in the area with aimless bored youths,None
1461,LOCATION1 is more upmarket than the residential area to the west towards and surrounding the High Rd,None
1386,LOCATION1 is nice for food and shopping but good luck finding anywhere decent in your price range,None
632,"LOCATION1 is nice, with cinemas, shops and stuff",None
816,LOCATION1 is ok but aint that expensive well I dunno if your rich or not,None
104,LOCATION1 is on the Metropolitan Line of the Underground ; the trains are frequent and take 35 minutes to LOCATION1,None
1397,LOCATION1 is on the Piccadilly line,None
1887,"LOCATION1 is one of the most desirable places to live in the whole of the world, beautiful area,  10 mins to LOCATION2",None
609,LOCATION1 is only 15 mins from LOCATION1,None
187,LOCATION1 is only the 10th safest London borough,None
529,LOCATION1 is predominantly safe,None
1476,LOCATION1 is quite expensive and as you hint at in your question has several parts - estate agents often call other surrounding areas LOCATION1 when most people know them by other areas,None
2508,LOCATION1 is quite pleasant in general,None
2490,"LOCATION1 is really no more than a big shopping centre in the middle of a huge road junction ( its where the M1 starts ),",None
625,LOCATION1 is really the only nice part of the borough of LOCATION1,None
458,LOCATION1 is the best part of the whole of London,None
1671,"LOCATION1 is the most lively in terms of cinemas, bars, restaurants, etc",None
262,"LOCATION1 is the most lively in terms of cinemas, bars, restaurants, etc  and probably the only place on your list where you'll find single women under 40",None
35,LOCATION1 is very cheap compared to any where else but I have been warned not to go there,None
498,"LOCATION1 is very leafy, with a wonderful park and woodlands, as well as being within walking distance of LOCATION1",None
473,LOCATION1 is very upmarket and many artists live there,None
2008,LOCATION1 isn't too expensive either,None
2722,"LOCATION1 like LOCATION2 is a very desirable area full of character and atmosphere , but the property in these area 's are very expensive",None
1073,"LOCATION1 market  a plethora of stalls, shops, and foods from all different cultures and countries",None
1741,"LOCATION1 over the last 10 years now has some restaurants/pubs/bars to rival LOCATION1 , people who can afford them would not go into areas they felt unsafe or indeed live there",None
763,LOCATION1 parts have a large Jewish community they live in peace,None
896,LOCATION1 town centre  is brilliant for shopping,None
494,LOCATION1 used to be a haven for drugs and prostitution,None
1407,LOCATION1 which is a lovely safe area,None
2635,"LOCATION1 which is excellent for night life, and then to the other side you've got LOCATION2, also known as rough, but great for the markets, and for the Currys",None
1991,LOCATION1 which is quite trendy and good if you like tennis,None
987,LOCATION1 would be a good choice for you in terms of communication,None
1010,LOCATION1's got good rail links into LOCATION1,None
205,"LOCATION1's well served by public transport, there being five Underground stations with ""ruislip"" in the name",None
2987,"LOCATION1, LOCATION2 Fast becoming the hot-spot for Aussies and Kiwis working in London",None
2628,"LOCATION1, LOCATION2 are great areas to live",None
1003,"LOCATION1, SE4 It is a beautiful late-Victorian / Edwardian suburb of South-East London",None
1220,"LOCATION1, it's quite hip'",None
15,"LOCATION1, where there is an enormous Westfield shopping centre",None
849,LOCATION1- Gun capital of the country I live on what is known as the murder mile Lower Clapton road,None
2345,LOCATION1- a big grassy hill and some ace resturants,None
2083,"LOCATION1~ cute villagey area, where loads of celebs live; very sweet shops, cafes etc",None
2746,LOCATION2 and LOCATION1 are also really rough in areas,None
2990,LOCATION2 and LOCATION1 are better provided with open space and less subject to traffic and airliner noise nuisance,None
2552,LOCATION2 and LOCATION1 are nice,None
2646,"LOCATION2 and LOCATION1, as mentioned by others, are good, but don't ignore the less obvious",None
2609,LOCATION2 and the LOCATION1 area - I'd say both are not really outrageously dangerous neighbourhoods,None
2606,LOCATION2 for Afro Caribs and LOCATION1 for Indians,None
2611,"LOCATION2 is a safe enough area - it's part of LOCATION1, which again is safe",None
2893,"LOCATION2 is central London so extremely expensive, LOCATION1 is often considered the coolest area of London",None
2969,"LOCATION2 is fine , not much happens there , LOCATION1 is SW London is better in every conceivable way",None
2936,"LOCATION2 is not as expensive as LOCATION1, but is still just as nice",None
2970,"LOCATION2 is not well served by the Tube, LOCATION1 has most of the tube stations",None
2589,LOCATION2 is quite nice and not too bad as it borders on to LOCATION1 which is a very nice area,None
2554,LOCATION2 or LOCATION1 would supply great local amenities and a direct train into the London,None
2260,"LOCATION2,  where Henry Ford put in a massive amount of housing in the LOCATION1 Estate",None
2591,"Lots of bars and restaurants in LOCATION2 You could go dog racing also, that is local and lots of fun I'd say that it's a nice area and not a particularly dangerous area to live,  I'd be wary of is just around  the LOCATION1 Lane Estate",None
1798,Mikey LOCATION1 is a disgusting area,None
1208,Most of LOCATION1 is fine,None
1893,"My hometown is LOCATION1, in SW London",None
1899,"My hometown is LOCATION1, in SW London literally a walk into LOCATION1",None
577,"My hometown is LOCATION1, in SW London literally a walk into surrey",None
2543,"NO offence to anyone who lives in LOCATION1, I personally would stay away from it",None
2254,"New skyscrapers to be built at LOCATION1 including the Riverside South towers, the Heron Quays West double-skyscraper development and the North Quay project, consisting of three towers",None
2465,"Of course there are cheaper areas - LOCATION1, near to the London but somewhat dangerous",None
814,On the othere hand i know lads from LOCATION1 who are in The royal engineers serving and they some of the hardest and good boys i have ever Met and they come up to Liverpool,None
2753,One really nice area is LOCATION2 or LOCATION1,None
2631,Personally prefer LOCATION1 and LOCATION2,None
679,Rent in LOCATION1 is reasonable for a relatively nice part of London,None
2334,Start at LOCATION2 or finish what you didn't finish yesterday in LOCATION1,None
899,Take a curry down LOCATION1,None
2040,"The 2 Brewers: 114 LOCATION1 High St, London, Greater London SW4 7UJ Established in 1981 and still hopping",None
1636,"The LOCATION1 area is crowded on a Saturday night, plenty of bars, restaurants - very lively and quite a young crowd rented housing is expensive",None
2744,"The LOCATION2/LOCATION1 area in South London is really lively ; loads of bars, pubs and restaurants and open spaces as well for the summer",None
55,"The London borough of LOCATION1 ( pronunciation ( helpinfo ) ) is a London borough of LOCATION2 , England and forms part of Outer London and is one of the 32 London Boroughs ( plus the London ) which forms part of Greater London",None
1315,"The area of London where LOCATION1 is heavily populated by ethnic minority groups, particularly Bangladeshi muslims",None
83,The best club in London is Fabric in LOCATION1 if you like proper dance music,None
1459,The only one which is not got any rough parts is LOCATION1 thats basically in central London expensive so no trouble much there,None
733,"The town of LOCATION1 itself is beautiful, and I'd happily live there as its an upcoming, youngish area to live",None
798,The victoria and Albert Museum in LOCATION1 is also good,Positive
694,"There are shops in LOCATION1 you know, you won't need to go into Central London every time you want a pint of milk",None
1383,"There is a large Turkish community where I live in LOCATION1, so you will be very welcome here especially",None
1507,There was recently an article in Time Out saying that LOCATION1 was the up and coming area,None
71,Well LOCATION1 is the home of the worlds longest street market,None
1720,"When I was two Years old I lived in LOCATION1, London",None
1558,You will struggle to find something  affordable in a desirable area of LOCATION1,None
121,a bit further out like LOCATION1 might satisfy you if you don't mind commuting,None
2758,a nice area is LOCATION1 or LOCATION2,None
2894,a strong Vietnamese community based in the LOCATION1 and a sizeable Japanese community around the LOCATION2 area,None
408,already looked in LOCATION1 and cannot afford it,None
2144,an area like LOCATION1 is very residential and leafy,None
2672,"area around LOCATION2 is nice   middle class suburb with an arty feel, lots of open space otherwise try LOCATION1",None
2488,"areas near LOCATION1 station, lots of markets, stores and pubs",None
1976,"as I said some areas around LOCATION1 are quite rich, so you'll have to look online to find what homes are available",None
1118,"as for LOCATION1 itself, the little I've seen of it seems to be a lot of commuter flats, I couldn't comment on culture and nightlife though",None
886,"avoid LOCATION1,  the old tower blocks are gone but it's still not got a nice vibe there",None
1149,being in LOCATION1 you would be very close to the Centre,None
2656,both LOCATION2 and LOCATION1 have excellent shopping facilities,None
954,celebrities live in LOCATION1 - It is quite a wealthy area and is in the borough of LOCATION1,None
2856,"cheaper places that are still central include LOCATION2 and LOCATION1, as mentioned in other answers",None
2563,don't live in the LOCATION1 it is pretty rough especially around LOCATION2,None
1125,even LOCATION1 now is boasting huge rents because the London workers are moving in,None
109,everybody associates LOCATION1 with a large Indian Community,None
1513,everytime I stay round a friends in LOCATION1the wLOCATION1dential area look really depressing and dull,None
2805,"for example there are huge Jewish and Turkish communities in LOCATION1, and lots of Chinese people in the south especially around LOCATION2",None
2342,for example you could choose to live near LOCATION1 where an uncompromisingly nice house would cost you upwards of a million,None
782,from LOCATION1 your only a ten minuet drive from LOCATION2,None
1074,go for somewhere as close to LOCATION1 as possible as its generally safer,None
1945,i have family in LOCATION1 and it is such a great place with the gardens  it is only 45 minutes by tube to central London,None
1107,"i live in LOCATION1 at the moment, which is quite far away",None
1557,"i live in London , to be honest ` LOCATION1 is not the best area",None
1760,"i live in england,LOCATION1 so if people ask me where do i live should i just say ""London""",None
2982,i think LOCATION2 and LOCATION1 are pretty much no-go areas in Essex,None
1941,i will recommend the LOCATION1 area because there  is low crime as far as i know and the houses are pretty reasonable maybe a bit expensive but it is worth it and there is good access to London by car (i think) and definitely good access by public transport,None
685,i would say most parts of LOCATION1 are total safe for anyone at any time,None
2769,i would try LOCATION1 or LOCATION2 as they are both in west London and are generally decent areas  and some of the cheapest property in London will be found around there,None
1449,"i'll say around LOCATION1 area, which has markets and supermarkets or near there like barnard area or caledonian road",None
959,i'm moving to LOCATION1 which is nicer but a lot more expensive,None
2796,"if I had enough money, I would definitely live in LOCATION2 or LOCATION1",None
97,if head into places like LOCATION1 which will probably exceed your budget,None
948,if something bad happens in London suburbs it's seven out of then times in LOCATION1,None
2374,"if yorue looking for a decent meal, really- head to LOCATION1",None
502,"if you are poor LOCATION1 will be great,",None
2808,"if you can afford it move to the LOCATION1 or LOCATION2, lovely little areas",None
448,if you had a limitless budget somewhere like LOCATION1 is a great choice but it 's a very upmarket area and,None
1485,if you move to LOCATION1 where im from then you will get cheaper accomodation and the train is only 30 minutes to central London,None
2988,"if you need a less costly place, look at the area around LOCATION2 on the LOCATION1",None
16,it depends where in LOCATION1 your going to live as there are some council astates there i would not live in,None
1842,it is not that bad in LOCATION1,None
796,it ok to live near LOCATION1,None
666,ive been to most of LOCATION1 at all times of the night without mishap,None
1623,"just South of LOCATION2 called LOCATION1, which is notoriously rough",None
2252,living near to LOCATION1 would be very cool,None
2887,move to somewhere like LOCATION2/LOCATION1 youre not that far from the central,None
2822,my friends in LOCATION2 and LOCATION1 have experienced much more crime and seen more scary things,None
2660,"nice places to live LOCATION1, LOCATION2 London",None
756,not all LOCATION1 is nice,None
1354,not that long ago a woman was shot in the head for her phone in LOCATION1,None
1390,"out towards LOCATION1 places get affordable - these areas are quite 'green and nice', despite what people say",None
731,over here in E8 LOCATION1 things are just fine,None
2614,places like LOCATION1 and LOCATION2 are good to live in if you are looking for more quiet areas but be warned they arent very central,None
1305,"places such as LOCATION1, which is south London are up and coming areas, that have quite a few council homes and nice area, it is very close to the London centre, only a few tube stops",None
1656,tehre are reasoanble shops on LOCATION1 Road but not perhaps quite so many nice pubs and restaurants,None
2239,the LOCATION1 area is alot cheaper although it has alot of rougher areas and a fairly high crime rate - knife and gang crime mostly,None
1182,the big advantage of LOCATION1 is the transport links   at Finsbury Park Station you've got two tube lines and mainline rail lines and can get to just about anywhere in London easily,None
234,the least environmental impact is to expand LOCATION1 as it's an established hub with proper transport links,None
2933,the mainline train from LOCATION1  only takes about 23 minutes to reach LOCATION2 in Central London,None
292,the nice parts of LOCATION1 are very expensive,None
1213,the whole of the LOCATION1 area is very crowded,None
92,"there are about a dozen properties within five miles of LOCATION1 - one of them in LOCATION2, as it happens",None
249,there is the northern end of LOCATION1 where there is also good links to town,None
705,to be honest I meant LOCATION1  end isn't exactly glamorous,None
716,try the harlequin shopping centre in LOCATION1,None
762,"unless the area is really expensive It is not a good area,LOCATION1 in general can be quite rough",None
878,you absolutely have to check LOCATION1 out,None
1931,you can actually get the train directly from London airports to LOCATION1 too,None
1319,you can buy a property round by LOCATION1 which is one of the cheapest areas in Inner London,None
2127,you can travel into Central London on the DLR easily from al over LOCATION1 and there are night buses all night to take you back,None
1694,"you could go to LOCATION1, that's comparitively cheap and quite safe",None
2965,you could try living in towns like LOCATION2 or LOCATION1,None
567,you have nothing to fear in LOCATION1  it's safe,None
2206,you should maybe try LOCATION1 for convenience of travel and because of 2012 olympics,None
2545,you will have no problems there LOCATION1 is a nice place,None
